Year,Region,Technology,Hour,Fuel,value
2050,UK,Battery,60,Power,390.62287812296296
2040,UK,Battery,48,Power,218.25435772312025
2040,DK,Battery,111,Power,-0.0
2020,DE,H2Tank,55,H2,43.857695585957366
2040,DE,Battery,5,Power,70.03802365117765
2050,DE,PHS,54,Power,474.4684616034276
2050,UK,PHS,46,Power,145.78075316457685
2030,FR,H2Tank,75,H2,11.875
2050,DE,PHS,59,Power,517.0109491927228
2050,FR,PHS,13,Power,366.8497859226878
2040,NO,PHS,21,Power,-0.0
2030,UK,H2Tank,55,H2,12.0
2050,DE,Battery,1,Power,86.70635821096586
2020,DK,Battery,114,Power,0.07330697191562972
2040,UK,Battery,23,Power,-0.0
2020,DE,Battery,112,Power,0.01608094575483831
2020,FR,H2Tank,98,H2,29.266802598739094
2040,DK,PHS,117,Power,0.0
2050,FR,H2Tank,109,H2,184.53669081059863
2020,DE,PHS,2,Power,-0.0
2020,NO,PHS,35,Power,-0.0
2020,DE,PHS,75,Power,-0.0
2020,UK,H2Tank,18,H2,-0.0
2030,DE,H2Tank,11,H2,12.342305513990684
2040,NO,PHS,100,Power,-0.0
2050,DE,Battery,67,Power,29.539179775101182
2040,FR,PHS,28,Power,168.85558332785664
2050,NO,H2Tank,44,H2,10.559083520526267
2050,FR,Battery,93,Power,10.624191987717285
2030,DE,PHS,92,Power,-0.0
2040,UK,H2Tank,25,H2,-0.0
2020,NO,Battery,41,Power,-0.0
2040,DE,PHS,6,Power,-0.0
2020,DK,Battery,120,Power,25.0
2030,NO,H2Tank,118,H2,16.740776369325
2040,NO,Battery,103,Power,-0.0
2050,NO,H2Tank,87,H2,15.571944910406597
2030,FR,H2Tank,83,H2,50.0
2020,DE,PHS,90,Power,-0.0
2040,NO,H2Tank,109,H2,27.049617318738157
2040,DK,Battery,105,Power,3.7682567684310384
2040,DE,PHS,72,Power,-0.0
2020,UK,Battery,80,Power,6.957977175554638
2030,DE,H2Tank,112,H2,0.0
2030,DK,PHS,4,Power,0.0
2030,FR,Battery,7,Power,4.181890182288722
2050,UK,H2Tank,7,H2,15.0
2020,NO,PHS,33,Power,-0.0
2050,FR,PHS,74,Power,566.7178771804329
2030,DK,Battery,21,Power,1.612680661857417
2030,FR,Battery,119,Power,75.00750075007501
2030,NO,PHS,40,Power,-0.0
2020,DE,PHS,80,Power,-0.0
2020,UK,Battery,78,Power,6.959368979756899
2040,UK,PHS,58,Power,81.83489433904316
2030,UK,H2Tank,79,H2,12.0
2050,NO,PHS,1,Power,440.7264705882353
2030,DK,PHS,28,Power,0.0
2020,DE,H2Tank,4,H2,20.856695261033806
2040,NO,PHS,113,Power,-0.0
2030,DK,H2Tank,20,H2,0.0
2050,DE,Battery,60,Power,117.63334597270952
2020,DE,Battery,40,Power,0.016197152215916343
2030,UK,H2Tank,80,H2,12.0
2020,NO,PHS,7,Power,-0.0
2050,FR,H2Tank,40,H2,119.76177710701755
2050,DE,PHS,65,Power,513.9166283293375
2030,DK,Battery,15,Power,10.215224088771148
2040,DE,Battery,49,Power,0.0
2040,DK,PHS,120,Power,-0.0
2050,NO,PHS,98,Power,366.1987534120256
2040,UK,Battery,42,Power,214.05040863562408
2050,NO,H2Tank,93,H2,20.867938238289913
2040,DK,PHS,12,Power,0.0
2050,DK,H2Tank,65,H2,7.5
2040,DE,H2Tank,110,H2,22.177587080882013
2020,DK,Battery,86,Power,31.72702752305616
2050,DK,PHS,8,Power,89.41846108346306
2040,DK,Battery,36,Power,63.37902672638395
2030,DE,PHS,83,Power,-0.0
2050,FR,PHS,4,Power,458.8460960495196
2040,DK,H2Tank,104,H2,7.875
2020,DK,Battery,60,Power,49.98000299980001
2050,DK,Battery,45,Power,27.46862648652379
2030,NO,Battery,1,Power,-0.0
2050,UK,H2Tank,11,H2,15.0
2040,UK,Battery,79,Power,135.1375750243139
2020,NO,H2Tank,91,H2,0.17870754374999803
2030,DE,H2Tank,42,H2,34.185742280350894
2020,NO,PHS,103,Power,-0.0
2050,FR,Battery,106,Power,357.00968786504325
2030,DK,PHS,59,Power,0.0
2030,DE,PHS,76,Power,-0.0
2030,NO,Battery,28,Power,-0.0
2030,UK,Battery,25,Power,-0.0
2050,FR,H2Tank,68,H2,83.70694160288448
2040,DE,PHS,55,Power,-0.0
2020,FR,PHS,79,Power,-0.0
2050,NO,H2Tank,54,H2,8.42598847712517
2020,DK,PHS,19,Power,0.0
2050,FR,PHS,27,Power,242.684756720715
2030,UK,Battery,110,Power,43.17581330696243
2030,UK,PHS,69,Power,-0.0
2020,NO,Battery,97,Power,-0.0
2030,DK,H2Tank,84,H2,0.0
2030,NO,Battery,105,Power,-0.0
2040,NO,PHS,46,Power,-0.0
2040,UK,H2Tank,46,H2,7.999711567593713
2020,DE,H2Tank,61,H2,37.88930956363719
2030,UK,H2Tank,81,H2,12.0
2030,FR,Battery,115,Power,69.6065051735156
2050,FR,H2Tank,11,H2,94.50025330571417
2030,DK,H2Tank,58,H2,0.0
2020,FR,PHS,114,Power,-0.0
2020,UK,Battery,103,Power,5.196553334058769
2030,NO,H2Tank,61,H2,33.421052631578945
2040,FR,H2Tank,96,H2,8.663430380345543
2020,NO,Battery,17,Power,-0.0
2020,FR,Battery,86,Power,49.97000749900008
2020,FR,PHS,108,Power,-0.0
2040,NO,PHS,99,Power,-0.0
2040,UK,Battery,50,Power,225.12873398511925
2050,DK,H2Tank,81,H2,7.5
2040,DK,H2Tank,7,H2,11.0625
2040,DK,Battery,106,Power,3.7678799427541954
2030,FR,Battery,68,Power,7.232687338345186
2050,UK,Battery,47,Power,306.61524789183903
2040,DE,H2Tank,98,H2,6.7747166427850924
2050,NO,PHS,92,Power,328.59355757144453
2050,FR,PHS,83,Power,611.564478083738
2030,NO,PHS,110,Power,-0.0
2040,FR,PHS,87,Power,281.6882751220698
2030,DK,H2Tank,66,H2,0.0
2020,FR,PHS,60,Power,-0.0
2020,NO,Battery,49,Power,-0.0
2040,NO,PHS,59,Power,-0.0
2030,DK,PHS,66,Power,0.0
2030,DE,H2Tank,49,H2,0.0
2050,FR,Battery,55,Power,0.0
2030,NO,H2Tank,60,H2,36.71052631578947
2020,FR,PHS,80,Power,-0.0
2040,NO,PHS,51,Power,-0.0
2020,FR,PHS,93,Power,-0.0
2040,NO,H2Tank,106,H2,37.75386070873815
2020,DK,H2Tank,88,H2,0.0
2050,FR,H2Tank,76,H2,80.96849772791214
2050,DK,PHS,49,Power,112.77497096571581
2040,FR,Battery,30,Power,32.877152639898654
2030,UK,PHS,5,Power,-0.0
2050,DK,H2Tank,41,H2,7.5
2030,FR,Battery,101,Power,149.70028482907267
2030,UK,Battery,8,Power,19.218853901956344
2030,NO,PHS,19,Power,-0.0
2030,DK,H2Tank,10,H2,0.0
2020,DE,Battery,70,Power,0.01614863115116466
2030,FR,H2Tank,106,H2,48.29318459719299
2050,NO,PHS,31,Power,257.9340893547088
2040,FR,H2Tank,29,H2,25.739830962203918
2050,UK,PHS,56,Power,152.03609079133446
2040,UK,H2Tank,4,H2,22.125
2050,NO,PHS,80,Power,275.24309410213533
2050,DE,Battery,80,Power,135.06024436431161
2020,DK,Battery,101,Power,19.96674805377839
2050,NO,H2Tank,114,H2,30.78347486022705
2050,FR,Battery,3,Power,140.6222677923926
2020,NO,H2Tank,46,H2,-0.0
2040,DE,Battery,102,Power,79.37031782368213
2040,FR,H2Tank,16,H2,72.58771929824562
2040,DE,Battery,7,Power,48.902773979790624
2050,NO,Battery,106,Power,-0.0
2050,NO,PHS,4,Power,422.55049420087136
2040,UK,H2Tank,77,H2,21.375
2040,DE,Battery,78,Power,45.86844253591473
2030,NO,Battery,112,Power,-0.0
2040,FR,H2Tank,114,H2,39.77660253251404
2020,FR,H2Tank,105,H2,40.0
2020,NO,PHS,75,Power,-0.0
2050,FR,PHS,111,Power,504.5225827481454
2050,NO,Battery,12,Power,-0.0
2040,DE,Battery,72,Power,23.98602171819956
2040,NO,H2Tank,29,H2,28.657496390315174
2040,NO,H2Tank,73,H2,42.36266106157899
2020,UK,H2Tank,28,H2,-0.0
2030,DE,PHS,77,Power,-0.0
2030,DK,PHS,21,Power,0.0
2030,NO,Battery,119,Power,-0.0
2030,DE,H2Tank,79,H2,70.0
2040,NO,H2Tank,21,H2,0.9152348921052635
2040,UK,Battery,97,Power,232.53952120428787
2050,DE,H2Tank,72,H2,2.9453435552968052
2050,DK,H2Tank,55,H2,7.5
2040,FR,H2Tank,52,H2,34.90016173865662
2050,NO,PHS,72,Power,250.87685228285864
2020,UK,H2Tank,112,H2,5.0
2020,DK,Battery,20,Power,-0.0
2050,UK,PHS,25,Power,98.18782721370974
2040,DK,PHS,29,Power,0.0
2040,DK,Battery,63,Power,48.77244567911448
2040,NO,Battery,42,Power,-0.0
2030,DK,Battery,33,Power,19.85556675407388
2020,DE,PHS,103,Power,-0.0
2030,DE,PHS,53,Power,-0.0
2030,NO,Battery,11,Power,-0.0
2030,NO,PHS,25,Power,-0.0
2030,UK,H2Tank,95,H2,-0.0
2020,FR,H2Tank,86,H2,40.0
2040,DK,PHS,7,Power,0.0
2030,UK,Battery,6,Power,19.22269824937924
2030,DK,Battery,70,Power,26.48436544788455
2040,UK,PHS,101,Power,89.80422824803432
2030,UK,PHS,6,Power,-0.0
2030,UK,H2Tank,88,H2,1.6547950078426856
2030,UK,Battery,98,Power,58.104471643020794
2050,DE,H2Tank,93,H2,133.61506373194277
2040,UK,PHS,4,Power,91.76921920990392
2030,FR,H2Tank,49,H2,0.0
2050,NO,Battery,13,Power,-0.0
2030,UK,H2Tank,26,H2,-0.0
2050,UK,H2Tank,58,H2,25.39175440476354
2040,NO,Battery,24,Power,-0.0
2030,DE,H2Tank,9,H2,12.514394595920512
2050,DK,PHS,77,Power,113.38484689813103
2020,DE,PHS,118,Power,-0.0
2040,NO,H2Tank,42,H2,26.761482161934907
2020,DE,H2Tank,18,H2,-0.0
2050,NO,Battery,71,Power,-0.0
2030,UK,Battery,57,Power,47.77182176469223
2020,DE,PHS,113,Power,-0.0
2050,DK,H2Tank,103,H2,7.5
2050,UK,H2Tank,71,H2,23.684210526315788
2050,DE,PHS,67,Power,512.8893089893072
2020,NO,H2Tank,28,H2,-0.0
2050,DE,PHS,101,Power,574.8789139152159
2020,UK,H2Tank,99,H2,9.244948479163412
2050,DK,PHS,119,Power,98.5985985985986
2050,FR,PHS,92,Power,518.1991875712313
2050,DE,PHS,52,Power,457.3917877872143
2050,UK,H2Tank,72,H2,15.789473684210526
2040,UK,H2Tank,91,H2,6.200409059177929
2020,UK,Battery,64,Power,-0.0
2030,DK,PHS,41,Power,0.0
2050,FR,PHS,62,Power,482.9751624920247
2040,DK,H2Tank,93,H2,11.842105263157894
2050,DK,PHS,114,Power,94.5750274307556
2030,NO,PHS,119,Power,-0.0
2050,NO,Battery,116,Power,0.0
2040,FR,H2Tank,28,H2,9.371772886626212
2020,DK,Battery,71,Power,25.43247983740402
2030,DK,H2Tank,70,H2,0.0
2040,DK,H2Tank,69,H2,8.223684210526315
2030,DK,Battery,79,Power,30.859679154236687
2050,DK,H2Tank,97,H2,7.5
2020,DE,PHS,115,Power,-0.0
2030,DK,H2Tank,3,H2,0.0
2020,NO,PHS,86,Power,-0.0
2020,DK,Battery,88,Power,31.720682434821825
2030,NO,PHS,93,Power,-0.0
2030,NO,H2Tank,27,H2,-0.0
2030,UK,H2Tank,39,H2,8.842105263157894
2040,DE,H2Tank,59,H2,130.0
2030,DK,Battery,82,Power,47.81740082615499
2050,DK,Battery,48,Power,2.8621298048461394
2030,DK,PHS,100,Power,0.0
2020,NO,Battery,92,Power,-0.0
2040,DE,Battery,13,Power,-0.0
2030,FR,PHS,8,Power,-0.0
2030,DK,PHS,54,Power,0.0
2020,NO,H2Tank,72,H2,-0.0
2020,UK,PHS,108,Power,-0.0
2040,DE,PHS,98,Power,-0.0
2020,UK,PHS,41,Power,-0.0
2040,DK,Battery,57,Power,55.27233438201934
2020,NO,PHS,117,Power,-0.0
2030,UK,PHS,67,Power,-0.0
2020,FR,PHS,89,Power,-0.0
2020,NO,PHS,85,Power,-0.0
2030,FR,Battery,28,Power,-0.0
2040,NO,Battery,20,Power,-0.0
2020,UK,PHS,72,Power,-0.0
2040,DE,PHS,86,Power,-0.0
2050,DE,Battery,42,Power,82.28190125998835
2030,UK,Battery,67,Power,-0.0
2040,FR,Battery,66,Power,227.70039830144833
2030,DK,H2Tank,101,H2,0.0
2040,NO,PHS,106,Power,-0.0
2020,UK,H2Tank,116,H2,5.0
2050,DE,H2Tank,28,H2,41.23441138410042
2050,DK,H2Tank,87,H2,7.5
2040,DE,Battery,50,Power,-0.0
2020,DE,Battery,64,Power,0.016158323721972425
2040,UK,Battery,30,Power,97.9327770347551
2020,NO,PHS,20,Power,-0.0
2020,UK,Battery,101,Power,5.197592800642969
2020,UK,PHS,96,Power,-0.0
2050,DK,Battery,99,Power,26.49905865039439
2030,NO,PHS,10,Power,-0.0
2040,NO,PHS,82,Power,-0.0
2040,DE,Battery,15,Power,0.0
2040,DE,H2Tank,106,H2,61.82129997351358
2030,DE,H2Tank,71,H2,13.157894736842104
2050,UK,PHS,71,Power,111.85428583924653
2030,DE,PHS,87,Power,-0.0
2040,DE,Battery,76,Power,43.06294629682303
2030,UK,H2Tank,20,H2,2.0129462851062665
2050,UK,Battery,40,Power,109.51664528653893
2030,DE,Battery,81,Power,33.47226284032174
2040,NO,H2Tank,22,H2,0.9152348921052635
2050,UK,H2Tank,76,H2,0.0
2050,FR,PHS,21,Power,285.7678278324029
2040,NO,PHS,24,Power,-0.0
2050,DE,H2Tank,45,H2,61.67763157894736
2020,FR,PHS,110,Power,-0.0
2030,DE,H2Tank,3,H2,37.155642163213344
2040,UK,H2Tank,53,H2,28.050765957474997
2040,UK,PHS,112,Power,94.7705007399166
2020,NO,Battery,69,Power,-0.0
2020,DK,Battery,69,Power,36.46774974626548
2040,DE,Battery,71,Power,51.50014454265382
2040,FR,Battery,104,Power,400.0
2040,DK,Battery,14,Power,8.159311431143117
2020,DE,PHS,18,Power,-0.0
2020,FR,H2Tank,4,H2,10.526315789473685
2020,FR,Battery,75,Power,16.95087997205491
2050,FR,H2Tank,84,H2,200.0
2040,DE,Battery,9,Power,14.345158321522936
2020,DE,PHS,85,Power,-0.0
2030,DK,H2Tank,91,H2,0.0
2040,UK,Battery,112,Power,193.79505836943267
2020,DE,H2Tank,101,H2,6.10072721851667
2020,NO,Battery,9,Power,-0.0
2020,DK,PHS,35,Power,0.0
2050,FR,H2Tank,82,H2,200.0
2020,DK,H2Tank,1,H2,0.0
2030,NO,Battery,118,Power,-0.0
2050,FR,PHS,100,Power,498.6783582654575
2050,DE,Battery,3,Power,81.17948135258376
2040,NO,Battery,62,Power,-0.0
2040,FR,H2Tank,54,H2,67.63627788981204
2030,DE,H2Tank,83,H2,55.17503175842105
2050,DE,PHS,5,Power,635.5161366277151
2020,FR,PHS,50,Power,-0.0
2050,FR,H2Tank,2,H2,98.31947061212854
2020,NO,H2Tank,10,H2,-0.0
2030,DE,Battery,120,Power,41.387636691000026
2020,NO,H2Tank,113,H2,0.17870754374999803
2040,FR,H2Tank,30,H2,42.107889037781625
2050,DE,Battery,110,Power,-0.0
2050,NO,H2Tank,76,H2,7.839024665415342
2030,NO,PHS,105,Power,-0.0
2030,UK,H2Tank,31,H2,11.399999999999999
2030,UK,H2Tank,33,H2,8.842105263157894
2040,DK,Battery,104,Power,3.7686336317942173
2020,DK,H2Tank,42,H2,0.0
2020,DE,Battery,52,Power,0.016177726319815136
2050,DK,H2Tank,39,H2,7.5
2040,DE,Battery,107,Power,79.33064060100841
2050,NO,Battery,30,Power,-0.0
2050,NO,Battery,87,Power,-0.0
2020,DK,H2Tank,48,H2,0.0
2030,FR,H2Tank,64,H2,50.0
2040,DK,PHS,40,Power,0.0
2050,NO,H2Tank,59,H2,8.42598847712517
2030,UK,Battery,20,Power,-0.0
2040,DE,H2Tank,100,H2,27.735996614213583
2020,NO,Battery,80,Power,-0.0
2020,DK,Battery,30,Power,9.717023023247863
2030,FR,PHS,1,Power,-0.0
2040,NO,Battery,85,Power,-0.0
2040,UK,PHS,102,Power,91.21442401978628
2050,FR,H2Tank,51,H2,14.425624369172287
2040,FR,H2Tank,46,H2,30.50328799473625
2040,NO,Battery,31,Power,-0.0
2020,DE,H2Tank,33,H2,36.01608537600528
2020,DE,Battery,32,Power,0.019278810441017112
2040,NO,Battery,57,Power,-0.0
2050,UK,PHS,79,Power,114.23830941699327
2030,DE,H2Tank,87,H2,21.493814776491227
2020,UK,Battery,77,Power,6.960064986255524
2020,DK,Battery,72,Power,15.73751483904991
2020,UK,Battery,26,Power,-0.0
2020,FR,PHS,105,Power,-0.0
2050,DK,Battery,90,Power,9.678214714172404
2030,UK,H2Tank,61,H2,12.0
2020,NO,Battery,34,Power,-0.0
2040,DE,H2Tank,69,H2,48.73511133438597
2040,DK,Battery,5,Power,45.53018293697561
2040,UK,PHS,92,Power,83.06380416295357
2050,DE,H2Tank,1,H2,84.39931450892573
2040,FR,H2Tank,95,H2,8.663430380345543
2030,DK,PHS,91,Power,0.0
2030,DK,PHS,94,Power,0.0
2040,FR,PHS,12,Power,249.10677065475005
2040,NO,H2Tank,40,H2,27.693122748191485
2040,FR,H2Tank,115,H2,35.15544538139964
2030,DK,Battery,3,Power,49.41987253601302
2040,DE,Battery,45,Power,40.01653321809832
2020,UK,PHS,10,Power,-0.0
2040,UK,Battery,61,Power,378.3407076023831
2030,NO,PHS,79,Power,-0.0
2030,UK,H2Tank,21,H2,-0.0
2020,FR,H2Tank,87,H2,40.0
2040,DK,Battery,31,Power,43.62611117855589
2030,DE,H2Tank,21,H2,-0.0
2030,UK,Battery,39,Power,-0.0
2040,UK,H2Tank,114,H2,0.0
2050,DE,H2Tank,26,H2,0.0
2050,DE,PHS,105,Power,572.5828452340977
2050,UK,H2Tank,60,H2,25.39175440476354
2020,UK,H2Tank,47,H2,-0.0
2050,UK,PHS,98,Power,168.57710144032407
2030,UK,PHS,15,Power,-0.0
2020,DK,Battery,117,Power,2.46237457632319
2020,DE,Battery,104,Power,0.016093816302512894
2020,NO,PHS,45,Power,-0.0
2040,DE,PHS,49,Power,-0.0
2020,DK,H2Tank,23,H2,0.0
2040,DE,PHS,100,Power,-0.0
2030,UK,PHS,61,Power,-0.0
2030,DE,PHS,40,Power,-0.0
2030,NO,H2Tank,47,H2,3.289473684210526
2040,DK,Battery,77,Power,16.62347315626977
2050,NO,PHS,18,Power,308.194681931658
2020,UK,PHS,14,Power,-0.0
2040,FR,H2Tank,5,H2,34.90889157330826
2030,DK,Battery,87,Power,15.575781846481327
2050,DE,Battery,44,Power,82.26544570255535
2050,FR,Battery,100,Power,57.61161545673771
2050,UK,PHS,73,Power,103.79147343557936
2040,NO,PHS,83,Power,-0.0
2040,NO,Battery,19,Power,-0.0
2020,NO,Battery,70,Power,-0.0
2040,NO,H2Tank,34,H2,28.657496390315174
2040,UK,PHS,47,Power,69.14557826823437
2030,FR,Battery,81,Power,150.0
2050,UK,H2Tank,17,H2,15.0
2050,NO,Battery,58,Power,-0.0
2020,UK,H2Tank,51,H2,-0.0
2040,UK,H2Tank,109,H2,22.105263157894736
2030,FR,PHS,63,Power,-0.0
2050,UK,PHS,45,Power,142.92367684141826
2040,FR,H2Tank,90,H2,35.80065728867542
2020,NO,PHS,49,Power,-0.0
2040,DE,PHS,111,Power,-0.0
2020,UK,H2Tank,102,H2,9.244948479163412
2030,NO,PHS,63,Power,-0.0
2040,UK,Battery,38,Power,254.0141058800427
2040,DK,H2Tank,28,H2,7.125
2050,NO,H2Tank,105,H2,24.74554511257844
2050,DK,Battery,46,Power,26.917867552879713
2020,DK,PHS,2,Power,0.0
2050,DK,Battery,118,Power,29.650734185084353
2030,DE,Battery,24,Power,0.0
2040,DE,PHS,60,Power,-0.0
2030,DK,PHS,25,Power,0.0
2020,DK,PHS,71,Power,0.0
2040,NO,Battery,96,Power,-0.0
2050,UK,Battery,74,Power,0.0
2020,DE,H2Tank,119,H2,21.809138197916667
2020,DK,Battery,25,Power,-0.0
2030,NO,H2Tank,117,H2,14.079116357670692
2040,FR,PHS,119,Power,315.32139861635875
2020,UK,PHS,12,Power,-0.0
2030,FR,Battery,15,Power,15.976712688793636
2050,UK,PHS,90,Power,145.82344632013374
2030,DK,Battery,75,Power,12.210294102881756
2020,DK,PHS,85,Power,0.0
2040,FR,H2Tank,13,H2,100.0
2040,DK,PHS,38,Power,0.0
2020,FR,H2Tank,55,H2,36.75976191362294
2030,NO,PHS,27,Power,-0.0
2050,DK,H2Tank,26,H2,7.5
2030,UK,Battery,21,Power,-0.0
2030,DK,H2Tank,115,H2,0.0
2020,UK,PHS,3,Power,-0.0
2050,DE,Battery,83,Power,106.08928910753022
2040,DE,PHS,117,Power,-0.0
2040,UK,H2Tank,40,H2,16.474512701482816
2020,FR,H2Tank,25,H2,-0.0
2030,FR,PHS,26,Power,-0.0
2020,FR,Battery,79,Power,40.52574334673468
2040,UK,H2Tank,117,H2,14.25
2040,DE,Battery,51,Power,17.598269591605252
2030,DK,PHS,48,Power,0.0
2020,DE,PHS,22,Power,-0.0
2050,FR,PHS,61,Power,475.9511136056303
2020,FR,H2Tank,69,H2,5.480177596140355
2040,FR,PHS,115,Power,311.2002591730276
2020,UK,PHS,33,Power,-0.0
2050,NO,H2Tank,97,H2,21.75021870297844
2030,UK,H2Tank,107,H2,12.0
2040,DK,Battery,55,Power,14.099150421582767
2040,UK,PHS,80,Power,81.52211810885964
2020,FR,Battery,56,Power,21.79722475270392
2040,UK,Battery,11,Power,108.29284921046144
2050,FR,H2Tank,61,H2,200.0
2020,NO,Battery,73,Power,-0.0
2030,FR,H2Tank,35,H2,50.0
2050,DE,PHS,25,Power,436.18448131369735
2050,DE,H2Tank,114,H2,62.19947870993105
2050,NO,PHS,2,Power,435.76248354108765
2020,UK,Battery,56,Power,-0.0
2030,DE,H2Tank,13,H2,-0.0
2030,UK,Battery,106,Power,58.74566695756359
2030,DK,PHS,83,Power,0.0
2020,DE,PHS,78,Power,-0.0
2020,FR,PHS,112,Power,0.0
2030,FR,Battery,118,Power,75.01500225030003
2040,FR,H2Tank,37,H2,80.33128133386565
2040,UK,PHS,104,Power,94.03058638617071
2020,NO,PHS,14,Power,-0.0
2020,UK,PHS,118,Power,-0.0
2030,DE,H2Tank,95,H2,-0.0
2040,UK,PHS,54,Power,76.14802385232528
2030,NO,H2Tank,12,H2,-0.0
2050,FR,Battery,14,Power,257.5871135231017
2050,FR,H2Tank,79,H2,173.755685543326
2040,UK,Battery,89,Power,229.06627178718765
2020,UK,Battery,37,Power,-0.0
2030,FR,PHS,31,Power,-0.0
2020,DK,H2Tank,113,H2,0.0
2050,FR,Battery,97,Power,0.0
2030,DK,PHS,78,Power,0.0
2020,FR,H2Tank,45,H2,10.526315789473685
2030,NO,Battery,16,Power,-0.0
2030,UK,H2Tank,56,H2,12.0
2030,FR,PHS,15,Power,-0.0
2050,DE,PHS,104,Power,573.1560012353331
2030,DK,H2Tank,63,H2,0.0
2020,UK,Battery,4,Power,4.83697135593509
2020,DE,H2Tank,6,H2,20.856695261033806
2040,FR,H2Tank,81,H2,100.0
2030,DK,PHS,106,Power,0.0
2030,DE,PHS,91,Power,-0.0
2040,UK,Battery,104,Power,398.7740266754465
2040,UK,Battery,51,Power,225.10622111172074
2020,DE,H2Tank,12,H2,-0.0
2020,UK,Battery,91,Power,5.2027932532634935
2030,NO,PHS,60,Power,-0.0
2020,DE,PHS,28,Power,-0.0
2030,DK,PHS,115,Power,0.0
2020,DK,H2Tank,89,H2,0.0
2050,DK,Battery,80,Power,91.26571415836493
2020,DK,Battery,38,Power,9.25722492641032
2050,DK,PHS,15,Power,82.91793396802356
2040,UK,H2Tank,68,H2,30.0
2030,FR,Battery,31,Power,11.729521718492194
2030,DK,PHS,105,Power,0.0
2020,DE,PHS,30,Power,-0.0
2040,UK,H2Tank,100,H2,30.0
2020,DE,Battery,11,Power,-0.0
2050,FR,Battery,29,Power,127.47075729142853
2020,FR,H2Tank,66,H2,17.96628324736841
2020,NO,H2Tank,33,H2,0.0
2040,DE,Battery,82,Power,120.75250655871845
2020,UK,H2Tank,115,H2,5.0
2020,DK,H2Tank,5,H2,0.0
2050,UK,PHS,103,Power,182.70593000421155
2030,FR,Battery,63,Power,57.51343425421783
2050,UK,H2Tank,106,H2,15.0
2030,DK,PHS,81,Power,0.0
2020,DK,Battery,56,Power,50.0
2040,DK,H2Tank,79,H2,15.0
2040,DE,PHS,99,Power,-0.0
2040,NO,H2Tank,41,H2,26.046989895559907
2040,FR,PHS,66,Power,259.29506478773715
2020,UK,PHS,24,Power,-0.0
2040,FR,Battery,52,Power,80.62060657839547
2040,NO,Battery,67,Power,-0.0
2050,FR,Battery,26,Power,0.0
2030,DK,H2Tank,45,H2,0.0
2040,FR,H2Tank,70,H2,39.458194931578944
2050,DE,PHS,43,Power,433.1371409287424
2030,FR,Battery,8,Power,4.181471993270494
2030,DE,Battery,62,Power,8.417886161515973
2020,NO,Battery,7,Power,-0.0
2020,NO,Battery,32,Power,-0.0
2030,DK,H2Tank,108,H2,0.0
2040,NO,H2Tank,108,H2,31.161459424001315
2050,DK,H2Tank,36,H2,7.5
2030,DK,H2Tank,52,H2,0.0
2040,NO,H2Tank,119,H2,44.020227369425
2020,FR,H2Tank,75,H2,8.447005357404592
2050,UK,PHS,19,Power,122.39100644111144
2020,UK,H2Tank,55,H2,2.880313986683331
2040,DE,Battery,12,Power,0.0
2040,FR,PHS,46,Power,216.88116411392573
2030,DK,PHS,88,Power,0.0
2040,DK,H2Tank,25,H2,0.0
2050,FR,Battery,65,Power,218.2342317634626
2040,NO,Battery,15,Power,-0.0
2020,DE,H2Tank,11,H2,-0.0
2040,FR,Battery,103,Power,393.5493176416459
2050,NO,PHS,65,Power,268.1050010337626
2050,NO,H2Tank,100,H2,21.75021870297844
2040,DK,Battery,59,Power,93.54040169060036
2030,DE,Battery,38,Power,0.0
2020,DE,PHS,92,Power,-0.0
2040,DE,H2Tank,48,H2,0.10790400070175334
2040,UK,PHS,63,Power,82.920546392353
2020,NO,H2Tank,118,H2,0.9327434959999987
2040,DK,PHS,32,Power,0.0
2020,FR,H2Tank,83,H2,40.0
2040,DK,PHS,20,Power,0.0
2050,DE,Battery,92,Power,0.7363877442507228
2050,UK,Battery,88,Power,19.515907554366322
2050,DE,H2Tank,47,H2,20.559210526315788
2040,DE,H2Tank,52,H2,82.98279835124167
2050,DE,Battery,99,Power,11.936185886817663
2050,DK,PHS,101,Power,95.81315231920276
2030,FR,Battery,83,Power,149.97000150000002
2050,DK,PHS,61,Power,129.33041896613835
2020,DE,H2Tank,112,H2,6.4710641400916655
2020,DK,PHS,4,Power,0.0
2030,NO,H2Tank,96,H2,-0.0
2040,FR,Battery,9,Power,61.71714109105599
2020,FR,Battery,7,Power,2.0500032203766523
2030,FR,PHS,73,Power,-0.0
2050,NO,Battery,52,Power,-0.0
2020,DK,Battery,21,Power,-0.0
2030,DK,Battery,41,Power,18.791994159358836
2040,DE,Battery,34,Power,82.70785100747962
2020,FR,Battery,119,Power,25.002500250025
2020,NO,PHS,40,Power,-0.0
2030,DE,Battery,55,Power,40.990012174969436
2040,DK,H2Tank,120,H2,7.5
2040,UK,Battery,81,Power,203.4164780484307
2020,UK,H2Tank,79,H2,7.338727494096744
2030,FR,Battery,6,Power,4.182308413130035
2050,DE,Battery,57,Power,146.27946746031122
2020,DK,PHS,28,Power,0.0
2050,FR,Battery,120,Power,200.0
2050,DE,PHS,119,Power,591.5915915915916
2030,UK,H2Tank,8,H2,6.0
2050,NO,H2Tank,13,H2,35.7288091568339
2020,DK,H2Tank,20,H2,0.0
