Year,Region,Technology,Hour,Fuel,value
2020,DE,H2Tank,70,H2,10.526315789473683
2040,DK,H2Tank,65,H2,8.223684210526315
2050,DK,Battery,74,Power,357.68492534679865
2030,DE,Battery,79,Power,24.24654658211124
2030,FR,H2Tank,104,H2,50.0
2030,FR,H2Tank,112,H2,25.0
2040,UK,H2Tank,11,H2,16.559210526315788
2030,DE,H2Tank,108,H2,7.144570540350875
2030,UK,H2Tank,104,H2,12.0
2030,DK,Battery,92,Power,38.56584839511684
2040,FR,Battery,106,Power,164.22861223322624
2050,NO,H2Tank,49,H2,71.45719730720906
2030,UK,Battery,3,Power,17.256996982346934
2050,DE,PHS,61,Power,435.77059252161996
2050,FR,H2Tank,44,H2,102.42432683504877
2050,UK,PHS,28,Power,95.08105715887716
2020,NO,H2Tank,58,H2,0.4430531605999994
2020,DE,H2Tank,53,H2,40.23386302936609
2040,NO,H2Tank,54,H2,10.84936348578218
2050,UK,H2Tank,105,H2,130.0
2050,DE,PHS,51,Power,367.8272790342623
2050,DK,PHS,63,Power,73.3206329358539
2020,FR,H2Tank,88,H2,20.908145987179324
2050,NO,Battery,86,Power,101.10416092805346
2040,FR,H2Tank,11,H2,8.346875307229634
2050,DE,Battery,94,Power,840.5966347669513
2050,UK,Battery,65,Power,570.6257612635368
2050,DE,H2Tank,8,H2,87.5
2030,DE,Battery,101,Power,33.84904363058695
2040,DK,H2Tank,81,H2,15.0
2050,FR,Battery,51,Power,68.49601624792002
2020,FR,Battery,87,Power,28.785770721427184
2020,UK,Battery,99,Power,16.17758736888344
2020,UK,H2Tank,103,H2,7.921214130283333
2050,NO,Battery,46,Power,2.4598090883340404
2050,FR,Battery,47,Power,100.24397094535689
2050,DE,Battery,59,Power,562.4190880948154
2030,NO,H2Tank,83,H2,36.71052631578947
2050,FR,PHS,11,Power,387.2218816798521
2050,DE,H2Tank,23,H2,22.243870978421054
2030,DE,H2Tank,37,H2,63.705556967988365
2050,DE,H2Tank,51,H2,53.936717640945425
2030,FR,H2Tank,111,H2,33.021819709203314
2050,NO,Battery,53,Power,2.873694235690998
2040,FR,Battery,55,Power,72.64888354634812
2040,FR,H2Tank,76,H2,47.5
2050,NO,H2Tank,69,H2,90.12958919640113
2050,DE,PHS,9,Power,489.16173939169033
2050,DK,PHS,86,Power,85.04510122534343
2030,UK,H2Tank,35,H2,12.0
2050,DE,H2Tank,24,H2,8.039641403421061
2040,DK,H2Tank,41,H2,11.124961977783798
2050,DK,Battery,89,Power,605.6924765318303
2050,DK,PHS,82,Power,85.38613378514043
2050,FR,PHS,51,Power,303.4381742675068
2050,DE,H2Tank,60,H2,175.0
2050,FR,Battery,92,Power,1001.6726760751766
2020,DE,H2Tank,56,H2,60.0
2040,NO,H2Tank,114,H2,3.088583888962495
2020,DE,H2Tank,35,H2,35.98228906087719
2040,FR,Battery,3,Power,110.70405676226834
2020,NO,H2Tank,101,H2,0.3994077437499988
2040,NO,Battery,12,Power,80.29168556207176
2040,DK,H2Tank,55,H2,15.0
2050,UK,H2Tank,63,H2,130.0
2030,FR,H2Tank,63,H2,50.0
2050,NO,Battery,114,Power,135.25078226076994
2050,DK,H2Tank,33,H2,40.0
2050,DK,H2Tank,51,H2,19.0
2030,NO,H2Tank,79,H2,40.0
2030,DK,Battery,2,Power,38.4503184549003
2050,NO,Battery,43,Power,2.4605471786736874
2040,NO,Battery,13,Power,67.75187998796
2040,UK,H2Tank,58,H2,24.80817273665833
2050,UK,H2Tank,14,H2,65.0
2050,DK,PHS,98,Power,84.03015431942795
2030,DK,Battery,13,Power,23.19804733861732
2040,DK,H2Tank,103,H2,4.02292051026401
2050,FR,H2Tank,36,H2,200.0
2050,NO,Battery,108,Power,108.46146381294562
2050,FR,H2Tank,77,H2,123.39424531830538
2050,DE,PHS,26,Power,282.50421227713576
2020,DE,H2Tank,85,H2,33.1622303805048
2040,NO,Battery,116,Power,42.11717681256486
2050,FR,H2Tank,107,H2,170.76194941535087
2030,DE,Battery,103,Power,33.842274160351266
2020,FR,Battery,111,Power,25.40648852330225
2050,DK,PHS,56,Power,69.32692149595998
2050,UK,Battery,18,Power,27.032771360896785
2020,DK,Battery,34,Power,0.06708076670342071
2050,NO,H2Tank,71,H2,87.18933882107218
2050,UK,Battery,29,Power,28.378580323499992
2050,DK,PHS,113,Power,93.16518811286097
2050,FR,H2Tank,67,H2,126.95081267543856
2030,DK,Battery,1,Power,38.45416387128743
2050,UK,Battery,46,Power,313.6819994207252
2050,FR,Battery,18,Power,70.48370330237996
2050,DE,H2Tank,32,H2,175.0
2030,FR,H2Tank,116,H2,25.0
2020,UK,H2Tank,30,H2,4.072854902966669
2050,FR,Battery,32,Power,324.85875161119907
2040,DE,H2Tank,28,H2,3.0204678523097828
2040,DK,H2Tank,87,H2,2.8788436065470027
2050,UK,Battery,48,Power,274.2149047393379
2050,DK,Battery,111,Power,600.5402700990293
2050,DE,Battery,5,Power,283.6936017559191
2040,DK,Battery,99,Power,52.13459742541224
2020,UK,Battery,14,Power,8.719555006219274
2030,DE,H2Tank,68,H2,18.866039487914946
2050,NO,PHS,21,Power,257.1910450491628
2030,NO,H2Tank,36,H2,12.719011832047642
2050,DK,PHS,117,Power,95.79158597897059
2030,UK,Battery,119,Power,75.00750075007501
2050,NO,PHS,100,Power,360.58153379340746
2040,UK,H2Tank,76,H2,14.25
2050,FR,PHS,28,Power,242.4495719639943
2020,NO,H2Tank,98,H2,0.3994077437499988
2050,DE,PHS,6,Power,525.9969881853965
2050,NO,Battery,103,Power,100.93242128740789
2050,NO,H2Tank,109,H2,75.0
2050,DK,Battery,105,Power,602.204992856346
2050,DE,PHS,72,Power,431.00101162792623
2040,FR,H2Tank,84,H2,72.58771929824562
2040,FR,H2Tank,82,H2,100.0
2040,DE,Battery,3,Power,192.80420416764468
2050,UK,PHS,58,Power,139.62266556456154
2040,FR,H2Tank,2,H2,47.1552361031579
2030,DK,Battery,115,Power,38.47724444713853
2050,NO,PHS,113,Power,405.72306947408373
2040,NO,H2Tank,76,H2,2.4266982763375005
2040,DK,H2Tank,39,H2,11.79028258135121
2050,DK,PHS,120,Power,100.0
2050,UK,Battery,42,Power,313.8075035949682
2050,DK,PHS,12,Power,75.40614764590893
2040,NO,H2Tank,59,H2,18.576421064473685
2050,DE,H2Tank,110,H2,6.175599564632358
2040,FR,H2Tank,51,H2,8.264012004275001
2050,DK,Battery,36,Power,38.54374582700474
2030,FR,Battery,4,Power,34.39873111420132
2050,DK,H2Tank,104,H2,27.630130974548887
2050,UK,Battery,79,Power,754.2816806652911
2040,DK,Battery,90,Power,44.85758524452723
2030,DE,H2Tank,88,H2,13.157894736842104
2040,DE,H2Tank,1,H2,65.0
2050,DE,PHS,55,Power,402.30421140185814
2050,NO,PHS,46,Power,207.6806123561155
2020,FR,H2Tank,12,H2,16.328625143980652
2050,UK,H2Tank,46,H2,47.76315789473685
2050,FR,H2Tank,96,H2,153.19653806162827
2050,NO,PHS,99,Power,360.9424762696771
2050,UK,Battery,50,Power,256.5034676273202
2050,DK,H2Tank,7,H2,20.0
2050,DK,Battery,106,Power,602.1447723570606
2040,UK,H2Tank,60,H2,28.143716838805503
2020,FR,H2Tank,20,H2,3.2904747587719263
2050,DE,H2Tank,98,H2,43.46007055770879
2030,DE,H2Tank,77,H2,49.13677716445
2050,FR,PHS,87,Power,430.44164198305833
2050,NO,PHS,59,Power,247.53189656339114
2040,FR,Battery,100,Power,125.89223105541245
2050,NO,PHS,51,Power,206.6442840246906
2020,DE,H2Tank,63,H2,42.10526315789473
2050,NO,H2Tank,106,H2,83.90516319717105
2020,FR,Battery,99,Power,28.751246788838703
2050,FR,Battery,30,Power,190.2834326474867
2020,FR,H2Tank,18,H2,5.054157135438578
2030,DK,Battery,113,Power,38.48494105049922
2020,FR,Battery,107,Power,28.72825384014687
2050,FR,H2Tank,29,H2,76.67177181605109
2050,UK,H2Tank,4,H2,65.0
2030,FR,H2Tank,43,H2,10.89876518964912
2040,DK,Battery,118,Power,144.92307686178214
2050,DE,Battery,102,Power,646.2231411044881
2050,DE,Battery,7,Power,186.5715534313233
2050,FR,H2Tank,16,H2,82.8673245614035
2050,UK,H2Tank,77,H2,94.48045533837501
2050,DE,Battery,78,Power,851.5358585232758
2050,FR,H2Tank,114,H2,117.63664827456141
2050,DE,Battery,72,Power,561.6883818063692
2050,NO,H2Tank,29,H2,30.226362991425
2050,NO,H2Tank,73,H2,82.05225695495376
2050,NO,H2Tank,21,H2,3.935616371052633
2050,UK,Battery,97,Power,683.2579849268614
2050,FR,H2Tank,52,H2,104.84417643868443
2050,DK,PHS,29,Power,51.438425978406066
2050,DK,Battery,63,Power,393.91110235884355
2050,NO,Battery,42,Power,2.4607932579994873
2020,FR,H2Tank,101,H2,20.00019397593333
2020,FR,H2Tank,62,H2,35.26176238947368
2050,DK,PHS,7,Power,85.61771421914298
2040,FR,H2Tank,61,H2,100.0
2050,UK,PHS,101,Power,169.00268458141804
2050,UK,PHS,4,Power,183.53843841980785
2030,DE,H2Tank,99,H2,2.1692831302918387
2030,DK,Battery,110,Power,38.49648884229574
2020,DE,H2Tank,40,H2,14.929657481929825
2040,FR,H2Tank,79,H2,100.0
2050,NO,H2Tank,42,H2,92.28356123655115
2020,NO,H2Tank,104,H2,0.3994077437499988
2040,FR,Battery,97,Power,125.93000627952203
2020,FR,Battery,89,Power,28.780013855140606
2030,UK,Battery,1,Power,74.9925
2020,DK,Battery,81,Power,3.8170921477315805
2030,UK,H2Tank,86,H2,7.9503436177193
2050,UK,H2Tank,91,H2,123.95923820657896
2050,DK,H2Tank,93,H2,28.583851109649114
2050,FR,H2Tank,28,H2,38.335885908025546
2050,DK,H2Tank,69,H2,12.58771929824561
2040,DK,Battery,80,Power,44.90246751131551
2030,UK,Battery,53,Power,3.65042477263395
2050,DE,H2Tank,59,H2,175.0
2020,FR,Battery,10,Power,8.538430871918086
2050,DE,PHS,98,Power,499.32950943430217
2050,DK,Battery,57,Power,331.74494997668376
2050,DE,PHS,86,Power,505.36059368896315
2040,UK,H2Tank,106,H2,17.15580972578947
2050,FR,Battery,66,Power,652.3525734385406
2050,NO,PHS,106,Power,384.2799279782743
2050,DE,Battery,50,Power,24.077033281235888
2050,UK,Battery,30,Power,70.69077136071765
2030,DK,Battery,84,Power,38.59671496216753
2050,NO,PHS,82,Power,302.8935906682871
2050,DE,H2Tank,106,H2,43.79613974096066
2040,DK,H2Tank,36,H2,14.531510651526649
2050,DE,Battery,76,Power,703.9196316224441
2020,DE,H2Tank,2,H2,30.0
2030,NO,H2Tank,88,H2,20.354716261578943
2030,UK,Battery,28,Power,0.34939951500000105
2050,NO,H2Tank,22,H2,3.1281204978289487
2050,NO,PHS,24,Power,229.97611675937122
2040,FR,Battery,65,Power,42.14793760410254
2030,FR,Battery,117,Power,75.02250450075009
2050,UK,H2Tank,53,H2,106.39789149993747
2050,UK,PHS,112,Power,179.05131148524595
2050,DE,Battery,71,Power,561.7445562619954
2050,FR,Battery,104,Power,863.7198439066744
2020,UK,H2Tank,62,H2,8.493447488714297
2050,DK,Battery,14,Power,7.35287547736255
2020,DK,Battery,32,Power,0.06709418486945275
2020,UK,H2Tank,65,H2,5.263157894736842
2050,UK,Battery,112,Power,600.4802160720194
2040,UK,Battery,88,Power,84.44226905965307
2030,UK,Battery,84,Power,96.23410056516853
2030,DK,Battery,4,Power,34.91835800941621
2030,DE,H2Tank,118,H2,18.95085188426667
2020,FR,H2Tank,47,H2,1.6130697998245542
2050,FR,H2Tank,54,H2,181.51594825473552
2050,NO,Battery,62,Power,12.631203978355648
2030,UK,H2Tank,84,H2,12.0
2030,FR,H2Tank,15,H2,15.257993496224952
2050,FR,H2Tank,30,H2,115.00765772407664
2030,FR,Battery,80,Power,141.33761980738072
2050,DK,Battery,104,Power,602.2652193782839
2020,FR,H2Tank,8,H2,12.982456140350877
2020,UK,Battery,114,Power,16.15333796693826
2050,DE,Battery,107,Power,645.9000941497883
2040,FR,Battery,120,Power,200.0
2040,NO,H2Tank,13,H2,24.671052631578945
2050,DK,PHS,40,Power,59.808155948873875
2050,DE,H2Tank,100,H2,43.79613974096066
2050,UK,PHS,102,Power,171.83368189683662
2050,NO,Battery,85,Power,101.11427235528899
2050,FR,H2Tank,46,H2,77.66314706377187
2050,NO,Battery,31,Power,2.4635017554108707
2040,DK,Battery,107,Power,67.32203000534108
2050,NO,Battery,57,Power,12.6375214754676
2030,NO,H2Tank,7,H2,2.0072793333333308
2040,NO,H2Tank,15,H2,16.44736842105263
2030,DE,Battery,88,Power,33.89307820534389
2030,DK,Battery,54,Power,29.994979082319446
2020,FR,H2Tank,104,H2,35.34676924666666
2050,DE,H2Tank,69,H2,37.8638066184211
2020,FR,H2Tank,112,H2,23.50877192982456
2050,DK,Battery,5,Power,400.9499376327623
2050,UK,PHS,92,Power,164.480097975293
2020,DE,H2Tank,108,H2,23.608582994013577
2020,UK,H2Tank,104,H2,10.0
2050,FR,H2Tank,95,H2,158.8535937346083
2020,FR,H2Tank,21,H2,3.2904747587719263
2050,FR,PHS,12,Power,377.0307382295448
2050,NO,H2Tank,40,H2,92.28356123655115
2020,UK,Battery,3,Power,16.13880577661301
2030,UK,Battery,85,Power,95.83064899696386
2020,DE,H2Tank,90,H2,23.608582994013577
2050,FR,H2Tank,115,H2,117.63664827456141
2050,DE,Battery,45,Power,72.28102422812749
2050,UK,Battery,61,Power,739.5773640348464
2030,NO,H2Tank,52,H2,14.8905255699
2050,DK,Battery,31,Power,1.8136306375956268
2050,UK,H2Tank,114,H2,36.414433778774416
2050,DE,PHS,49,Power,350.53700250226433
2050,DE,PHS,100,Power,516.322349744943
2050,DK,Battery,77,Power,461.43633372252543
2040,UK,Battery,113,Power,132.6073367489987
2040,DK,H2Tank,64,H2,8.223684210526315
2050,FR,H2Tank,5,H2,100.0
2040,NO,Battery,4,Power,160.89331305669327
2050,NO,PHS,83,Power,302.5906970776188
2020,NO,H2Tank,83,H2,0.723905896649998
2050,NO,H2Tank,34,H2,94.28345606158243
2040,UK,Battery,118,Power,192.5790583305513
2050,UK,PHS,47,Power,113.97792105694894
2020,DE,H2Tank,37,H2,35.98228906087719
2020,FR,H2Tank,111,H2,26.18356414438596
2050,UK,H2Tank,109,H2,60.24504942658143
2020,FR,H2Tank,92,H2,18.21512388465614
2050,FR,H2Tank,90,H2,200.0
2050,DE,PHS,111,Power,544.7460985107741
2050,UK,Battery,38,Power,313.9330579834338
2040,DK,H2Tank,83,H2,11.102527817073318
2040,DE,H2Tank,75,H2,32.00609291968218
2050,DK,H2Tank,28,H2,19.0
2020,UK,H2Tank,35,H2,7.625
2030,DE,H2Tank,81,H2,70.0
2050,DE,PHS,60,Power,436.2067993209409
2030,DE,Battery,98,Power,33.85920037495728
2030,DE,H2Tank,102,H2,5.527091085324941
2030,UK,Battery,116,Power,74.94339793166972
2030,FR,Battery,105,Power,75.11259005102288
2050,NO,Battery,96,Power,101.00310225186746
2040,FR,Battery,102,Power,125.86705386812369
2040,DK,H2Tank,117,H2,7.5
2050,FR,PHS,119,Power,500.5005005005005
2030,NO,H2Tank,81,H2,40.0
2040,NO,H2Tank,116,H2,17.892389259308327
2050,FR,H2Tank,13,H2,100.0
2050,DK,PHS,38,Power,59.92795192477149
2030,DK,Battery,10,Power,26.920849366569474
2050,DE,PHS,117,Power,574.7495158738234
2050,UK,H2Tank,40,H2,88.88157894736842
2050,UK,H2Tank,117,H2,61.996843722985965
2050,DE,Battery,51,Power,95.07209190914364
2030,FR,Battery,2,Power,62.9785432337235
2030,NO,H2Tank,68,H2,12.488980635263154
2030,FR,Battery,95,Power,72.67318116161896
2050,FR,PHS,115,Power,475.59969901478894
2040,FR,Battery,59,Power,207.6469599412626
2020,FR,H2Tank,63,H2,26.489832564912277
2040,UK,H2Tank,36,H2,15.267660284241657
2050,DK,Battery,55,Power,259.06593104683617
2050,UK,PHS,80,Power,160.45773667961208
2050,UK,Battery,11,Power,223.5796247841535
2040,FR,H2Tank,58,H2,100.0
2040,NO,H2Tank,6,H2,45.23026315789473
2020,FR,H2Tank,23,H2,3.2904747587719263
2040,FR,H2Tank,14,H2,8.346875307229634
2020,NO,H2Tank,79,H2,0.723905896649998
2050,FR,H2Tank,37,H2,197.13541883502995
2050,UK,PHS,104,Power,177.48718636672484
2050,UK,PHS,54,Power,128.1524951456551
2020,DK,Battery,2,Power,5.658082073422485
2030,FR,H2Tank,32,H2,50.0
2050,UK,Battery,89,Power,689.6541731098866
2030,DE,H2Tank,76,H2,33.3390068262
2040,UK,H2Tank,12,H2,23.684210526315788
2030,DE,Battery,96,Power,33.86597323094374
2030,DK,Battery,94,Power,38.5581356110963
2050,FR,H2Tank,81,H2,190.62249797087495
2030,UK,H2Tank,110,H2,1.8806040164267515
2040,UK,H2Tank,101,H2,15.808303795956812
2050,UK,Battery,104,Power,682.7798477976778
2050,UK,Battery,51,Power,256.4778172805575
2040,UK,H2Tank,32,H2,15.267660284241657
2050,UK,H2Tank,68,H2,63.430085510964915
2040,UK,H2Tank,3,H2,15.111420741101279
2040,UK,Battery,7,Power,64.41890259948906
2020,NO,H2Tank,111,H2,0.3994077437499988
2050,UK,H2Tank,100,H2,18.470983738062515
2050,DE,Battery,82,Power,1100.164845516402
2020,DK,Battery,1,Power,7.144480662970264
2030,DE,H2Tank,105,H2,18.956543958404012
2050,DK,H2Tank,79,H2,40.0
2050,DE,PHS,99,Power,507.8301799248679
2020,FR,H2Tank,116,H2,20.0
2050,FR,Battery,52,Power,198.8617309743152
2050,FR,PHS,66,Power,358.2914650580339
2040,UK,Battery,15,Power,28.661302987172625
2050,NO,Battery,67,Power,12.624889639360562
2050,FR,H2Tank,70,H2,75.55278635964908
2050,NO,H2Tank,41,H2,92.28356123655115
2030,DE,H2Tank,109,H2,7.144570540350875
2050,NO,H2Tank,108,H2,77.68386606802632
2030,UK,H2Tank,13,H2,5.566101138568082
2030,DE,Battery,115,Power,33.80168575981616
2040,UK,H2Tank,37,H2,15.267660284241657
2050,NO,H2Tank,119,H2,75.0
2020,DE,H2Tank,68,H2,21.052631578947366
2020,DE,H2Tank,96,H2,23.608582994013577
2040,DE,H2Tank,89,H2,21.334233917723196
2050,FR,PHS,46,Power,289.89223943978453
2050,NO,Battery,15,Power,3.323969271899146
2020,UK,Battery,119,Power,16.145262913127066
2030,UK,H2Tank,69,H2,4.9655553145743605
2050,FR,Battery,103,Power,863.8062245291273
2040,FR,Battery,76,Power,13.699990979399997
2050,DK,Battery,59,Power,398.9308565969458
2030,FR,H2Tank,19,H2,3.999148821635141
2030,NO,H2Tank,3,H2,11.875700385964908
2050,UK,PHS,63,Power,141.91396505586872
2030,UK,Battery,75,Power,10.9369741107
2040,DK,H2Tank,111,H2,7.5
2040,DK,H2Tank,112,H2,7.5
2040,DK,H2Tank,50,H2,3.5625
2050,DK,PHS,32,Power,55.77976646431036
2050,DK,PHS,20,Power,59.17352340360968
2030,FR,H2Tank,56,H2,50.0
2050,DE,H2Tank,52,H2,80.90507646141813
2050,FR,Battery,9,Power,249.2201234589201
2050,DE,Battery,34,Power,224.88879416690233
2050,DK,H2Tank,120,H2,20.0
2020,DE,H2Tank,94,H2,23.608582994013577
2050,UK,Battery,81,Power,982.5265501508268
2040,DE,H2Tank,117,H2,29.545051451524998
2030,DE,H2Tank,10,H2,2.9157618346843535
2050,UK,PHS,37,Power,115.12399421004217
2040,FR,H2Tank,91,H2,7.4701660847368405
2050,NO,PHS,22,Power,248.11032459234895
2040,DE,H2Tank,39,H2,49.908615624081826
2030,DE,Battery,108,Power,33.8253564071601
2040,DK,Battery,76,Power,17.685935838561125
2040,FR,H2Tank,103,H2,50.0
2030,UK,H2Tank,59,H2,12.0
2050,DK,Battery,61,Power,398.85107441493494
2050,UK,H2Tank,44,H2,61.46929824561404
2050,FR,Battery,34,Power,346.8031760253092
2050,NO,H2Tank,23,H2,3.002390171644736
2020,FR,Battery,4,Power,8.543555723989979
2040,FR,Battery,58,Power,178.7549245701615
2040,NO,H2Tank,50,H2,0.10207006181666785
2050,UK,Battery,68,Power,507.4477735574016
2050,FR,H2Tank,31,H2,153.34354363210218
2050,NO,H2Tank,82,H2,88.43994628039474
2030,NO,H2Tank,43,H2,7.536439975731853
2030,UK,Battery,94,Power,70.61528036456293
2050,DE,H2Tank,78,H2,144.54877152046737
2020,DE,H2Tank,88,H2,33.1622303805048
2050,NO,H2Tank,78,H2,88.43994628039474
2030,UK,H2Tank,41,H2,8.19195531622982
2050,FR,PHS,2,Power,479.4024607843137
2020,DK,Battery,35,Power,0.06707405862675037
2050,FR,Battery,112,Power,600.4802160720194
2050,UK,H2Tank,2,H2,65.0
2050,FR,H2Tank,110,H2,153.26682237850628
2040,FR,Battery,5,Power,10.48269395844346
2050,FR,PHS,14,Power,356.67901456813763
2050,FR,PHS,70,Power,356.86044751378455
2050,NO,H2Tank,19,H2,3.935616371052633
2050,NO,PHS,6,Power,394.4977411390474
2040,DE,H2Tank,22,H2,35.348981442105256
2050,UK,H2Tank,34,H2,130.0
2040,FR,Battery,85,Power,126.08122055831805
2020,DE,H2Tank,77,H2,37.659547850026215
2050,DE,PHS,95,Power,500.8304989404572
2040,DK,H2Tank,30,H2,9.419087180722283
2050,FR,PHS,38,Power,292.2218483588859
2050,NO,H2Tank,8,H2,75.0
2050,UK,PHS,68,Power,141.2058129518097
2040,UK,Battery,87,Power,90.38342217779677
2050,FR,H2Tank,39,H2,162.87006795783697
2030,DK,Battery,58,Power,61.3431781221214
2030,NO,H2Tank,30,H2,11.736397337225057
2030,DK,Battery,12,Power,26.915465465904653
2050,FR,Battery,109,Power,750.2814178078393
2040,DK,Battery,108,Power,67.31529780234054
2020,FR,H2Tank,43,H2,2.1044067213543816
2040,UK,H2Tank,5,H2,15.111420741101279
2030,FR,Battery,13,Power,34.36778463685268
2030,NO,H2Tank,85,H2,30.131578947368418
2040,DE,H2Tank,30,H2,55.98574617080706
2050,DK,PHS,68,Power,72.95476224466417
2050,FR,PHS,107,Power,474.1522334866784
2030,UK,H2Tank,87,H2,6.315789473684211
2050,FR,Battery,61,Power,867.9367289370499
2050,DK,PHS,102,Power,89.67507538528561
2040,NO,Battery,120,Power,200.0
2050,DE,H2Tank,14,H2,87.5
2040,UK,Battery,83,Power,94.03480039654721
2050,DK,H2Tank,29,H2,28.5
2050,UK,PHS,105,Power,180.3096991803581
2050,FR,PHS,24,Power,255.52901862152333
2050,DK,PHS,26,Power,47.084035379522525
2050,DK,H2Tank,94,H2,26.34688516271929
2030,DK,Battery,9,Power,26.923541720741547
2050,UK,Battery,10,Power,223.60198498265177
2050,DE,H2Tank,86,H2,175.0
2050,FR,PHS,88,Power,430.0112003410752
2030,DE,Battery,69,Power,17.11331315430216
2050,NO,Battery,99,Power,100.97280435118398
2040,UK,Battery,2,Power,199.960002
2040,DE,H2Tank,36,H2,88.95622877803207
2050,DE,PHS,56,Power,410.90190719045626
2030,UK,Battery,60,Power,136.47615754592593
2050,UK,H2Tank,29,H2,61.604136842062516
2020,DE,H2Tank,99,H2,23.608582994013577
2040,FR,Battery,110,Power,164.16293064139276
2050,NO,H2Tank,75,H2,85.45808633849751
2050,UK,PHS,70,Power,140.92354253171905
2040,FR,Battery,57,Power,158.3336673185196
2040,FR,H2Tank,7,H2,10.834026119122806
2030,DE,Battery,1,Power,33.78140981793715
2050,UK,Battery,117,Power,600.1800360060007
2030,FR,H2Tank,109,H2,46.23706606167282
2050,FR,Battery,46,Power,203.68566778840085
2050,DE,Battery,8,Power,81.47046917598017
2050,NO,H2Tank,103,H2,83.90516319717105
2050,FR,Battery,43,Power,203.74678571191458
2020,UK,Battery,1,Power,16.14203402199707
2030,DE,Battery,67,Power,17.116736330400876
2030,NO,H2Tank,44,H2,7.536439975731853
2050,NO,H2Tank,45,H2,84.93364417326168
2030,FR,Battery,93,Power,72.68771797833743
2020,UK,H2Tank,86,H2,4.7368421052631575
2040,FR,H2Tank,118,H2,50.0
2040,DK,H2Tank,11,H2,7.5
2050,DK,PHS,104,Power,92.4943149095904
2050,NO,H2Tank,89,H2,83.90516319717105
2050,DK,Battery,52,Power,114.04466060661201
2050,DK,PHS,23,Power,53.11970774577593
2040,FR,Battery,98,Power,125.91741327889409
2030,NO,H2Tank,87,H2,23.64418994578947
2050,UK,H2Tank,9,H2,65.0
2050,UK,PHS,75,Power,146.2173326459548
2030,UK,H2Tank,7,H2,0.795635522076855
2050,DK,PHS,103,Power,91.08540030990031
2040,DK,Battery,96,Power,44.83067742112122
2050,FR,Battery,88,Power,1134.8501180348744
2030,DE,Battery,60,Power,47.70965578569407
2030,FR,H2Tank,40,H2,29.824561403508767
2040,UK,Battery,111,Power,132.63386219509908
2050,UK,PHS,51,Power,119.51969278444979
2040,DK,H2Tank,99,H2,0.46042051026400976
2040,UK,Battery,76,Power,21.654467344835524
2040,DK,H2Tank,74,H2,3.5625
2030,NO,H2Tank,93,H2,8.197073834210528
2050,FR,Battery,73,Power,366.7813709536109
2050,NO,Battery,33,Power,2.463009079694806
2050,FR,PHS,117,Power,489.6414752164583
2050,DK,Battery,112,Power,600.4802160720194
2050,FR,PHS,22,Power,275.678138435943
2020,NO,H2Tank,115,H2,0.3994077437499988
2050,FR,PHS,47,Power,289.60234720034475
2030,UK,H2Tank,11,H2,5.873995875410188
2040,DE,H2Tank,120,H2,65.0
2020,NO,H2Tank,88,H2,0.3994077437499988
2030,FR,Battery,106,Power,75.10507879201779
2020,FR,H2Tank,22,H2,3.2904747587719263
2050,FR,PHS,6,Power,438.3308234878303
2030,FR,H2Tank,68,H2,23.245614035087716
2040,DK,Battery,78,Power,17.682398828252772
2040,NO,Battery,117,Power,83.36737599509846
2030,NO,H2Tank,54,H2,29.800339534625
2050,DE,Battery,46,Power,26.797017053352064
2040,DK,Battery,6,Power,195.74597069381295
2050,DK,H2Tank,68,H2,16.014254385964907
2050,DK,PHS,116,Power,94.38597195092152
2020,FR,Battery,117,Power,25.007501500250033
2050,UK,Battery,59,Power,780.7001544474946
2030,FR,H2Tank,11,H2,14.63001336444167
2050,DK,H2Tank,43,H2,16.014254385964907
2050,NO,PHS,87,Power,312.95030892909983
2040,DK,H2Tank,9,H2,7.5
2040,DK,H2Tank,2,H2,7.5
2050,DE,PHS,116,Power,566.315831705529
2040,DE,H2Tank,41,H2,21.774027349695864
2050,DE,H2Tank,50,H2,26.968358820472712
2040,DE,H2Tank,15,H2,65.0
2040,DE,Battery,23,Power,8.558510622046752
2050,NO,Battery,107,Power,108.47231104405003
2050,NO,H2Tank,63,H2,102.15692023376955
2020,UK,Battery,84,Power,16.201873174047314
2040,DK,H2Tank,82,H2,13.843755887248756
2020,DE,H2Tank,118,H2,26.41153816524296
2050,DE,Battery,73,Power,561.6322129681886
2050,FR,Battery,64,Power,716.1651572751587
2040,DK,H2Tank,116,H2,7.5
2050,DK,Battery,102,Power,602.3856904925254
2050,DK,H2Tank,107,H2,27.630130974548887
2020,UK,H2Tank,84,H2,7.368421052631579
2030,FR,Battery,55,Power,73.4270765883296
2020,FR,H2Tank,15,H2,12.81985321415609
2030,FR,H2Tank,76,H2,23.75
2050,DE,PHS,93,Power,501.83366443566405
2020,FR,Battery,80,Power,50.0
2050,NO,PHS,108,Power,383.51175240224563
2040,FR,Battery,53,Power,44.27230177821305
2040,FR,H2Tank,3,H2,35.36581862754386
2050,DE,PHS,10,Power,476.9078717699457
2030,DE,Battery,80,Power,33.92020487348461
2050,NO,PHS,61,Power,247.03708030216086
2030,FR,Battery,3,Power,50.264363099400136
2040,DE,Battery,118,Power,36.51136784909091
2040,NO,H2Tank,56,H2,18.576421064473685
2050,FR,H2Tank,60,H2,200.0
2050,DK,Battery,85,Power,605.9348141038065
2050,DE,Battery,35,Power,224.86630528748563
